,_links,id,asset,amount,sponsor,last_modified_ledger,last_modified_time,claimants,flags,paging_token
10,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/00000000a39640562baa0925ca15ae0871cdad30374c82c6ef4b08bff86f097b0f4bbfb2'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/00000000a39640562baa0925ca15ae0871cdad30374c82c6ef4b08bff86f097b0f4bbfb2/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/00000000a39640562baa0925ca15ae0871cdad30374c82c6ef4b08bff86f097b0f4bbfb2/operations{?cursor,limit,order}', 'templated': True}}",00000000a39640562baa0925ca15ae0871cdad30374c82c6ef4b08bff86f097b0f4bbfb2,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC,49730987,2024-01-02T00:46:09Z,"[{'destination': 'GBF4YIB7H5GZ2FVLNNXCSMVDKXSTFKKO4IVLJVPJYFLWKWUPCA5IC4KM', 'predicate': {'unconditional': True}}, {'destination': 'GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730987-00000000a39640562baa0925ca15ae0871cdad30374c82c6ef4b08bff86f097b0f4bbfb2
11,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/000000009607f09dcff0b33e9800ee30ac5c4762e6c29351269aebd572d3cc444c6af8ef'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/000000009607f09dcff0b33e9800ee30ac5c4762e6c29351269aebd572d3cc444c6af8ef/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/000000009607f09dcff0b33e9800ee30ac5c4762e6c29351269aebd572d3cc444c6af8ef/operations{?cursor,limit,order}', 'templated': True}}",000000009607f09dcff0b33e9800ee30ac5c4762e6c29351269aebd572d3cc444c6af8ef,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC,49730987,2024-01-02T00:46:09Z,"[{'destination': 'GB3KP74U5M6RDW4JVYXURANMFPKL4746OSNVH4EID7GRBWTREMRE27IQ', 'predicate': {'unconditional': True}}, {'destination': 'GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730987-000000009607f09dcff0b33e9800ee30ac5c4762e6c29351269aebd572d3cc444c6af8ef
12,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/0000000095e59a6336c34d886c33c872f7a27bd8b0c8db3963e4b2bc77fe62b1e21bc68b'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/0000000095e59a6336c34d886c33c872f7a27bd8b0c8db3963e4b2bc77fe62b1e21bc68b/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/0000000095e59a6336c34d886c33c872f7a27bd8b0c8db3963e4b2bc77fe62b1e21bc68b/operations{?cursor,limit,order}', 'templated': True}}",0000000095e59a6336c34d886c33c872f7a27bd8b0c8db3963e4b2bc77fe62b1e21bc68b,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC,49730987,2024-01-02T00:46:09Z,"[{'destination': 'GDFORU47XKABTMIYSNA34K5ERLG6IVF6E4DRYZB7AASRUDC5674WKZGJ', 'predicate': {'unconditional': True}}, {'destination': 'GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730987-0000000095e59a6336c34d886c33c872f7a27bd8b0c8db3963e4b2bc77fe62b1e21bc68b
13,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/0000000074b989a765128e9fe695d79ced587986d7f2dc4041aac1af06842fc76e0428be'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/0000000074b989a765128e9fe695d79ced587986d7f2dc4041aac1af06842fc76e0428be/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/0000000074b989a765128e9fe695d79ced587986d7f2dc4041aac1af06842fc76e0428be/operations{?cursor,limit,order}', 'templated': True}}",0000000074b989a765128e9fe695d79ced587986d7f2dc4041aac1af06842fc76e0428be,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC,49730987,2024-01-02T00:46:09Z,"[{'destination': 'GAEDJLEAD7IYZ6MG47UH47ARONAYEHU2765XTOLMJ7GX7323UM72JQAR', 'predicate': {'unconditional': True}}, {'destination': 'GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730987-0000000074b989a765128e9fe695d79ced587986d7f2dc4041aac1af06842fc76e0428be
14,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/000000006d3b00145ad73158b18d5804c183976aa47f7301690e28daa376168dd200e259'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/000000006d3b00145ad73158b18d5804c183976aa47f7301690e28daa376168dd200e259/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/000000006d3b00145ad73158b18d5804c183976aa47f7301690e28daa376168dd200e259/operations{?cursor,limit,order}', 'templated': True}}",000000006d3b00145ad73158b18d5804c183976aa47f7301690e28daa376168dd200e259,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC,49730987,2024-01-02T00:46:09Z,"[{'destination': 'GBIPENHCYJQBPSJLOYXZBFV5PGGYM3LW4TU5UVBHAOS3SDXDYC6SSAKA', 'predicate': {'unconditional': True}}, {'destination': 'GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730987-000000006d3b00145ad73158b18d5804c183976aa47f7301690e28daa376168dd200e259
15,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/0000000058ff1e795be0641c0d38d070674692252c40b8c3babfb5b0643755f62f5d7c73'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/0000000058ff1e795be0641c0d38d070674692252c40b8c3babfb5b0643755f62f5d7c73/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/0000000058ff1e795be0641c0d38d070674692252c40b8c3babfb5b0643755f62f5d7c73/operations{?cursor,limit,order}', 'templated': True}}",0000000058ff1e795be0641c0d38d070674692252c40b8c3babfb5b0643755f62f5d7c73,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC,49730987,2024-01-02T00:46:09Z,"[{'destination': 'GDJIRIEK7R2TUUNOUGBK5LL3255LGD2IV42UX4AFSEIKS6M2BVMVY54R', 'predicate': {'unconditional': True}}, {'destination': 'GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730987-0000000058ff1e795be0641c0d38d070674692252c40b8c3babfb5b0643755f62f5d7c73
16,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/000000004e23bc8a6454606c0c0be67bf27e0e2f8a7c1056dca52122d184d6b9c180286c'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/000000004e23bc8a6454606c0c0be67bf27e0e2f8a7c1056dca52122d184d6b9c180286c/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/000000004e23bc8a6454606c0c0be67bf27e0e2f8a7c1056dca52122d184d6b9c180286c/operations{?cursor,limit,order}', 'templated': True}}",000000004e23bc8a6454606c0c0be67bf27e0e2f8a7c1056dca52122d184d6b9c180286c,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC,49730987,2024-01-02T00:46:09Z,"[{'destination': 'GBDZYLJVTCI2HZUEM5GY7HUHADK5KSJ7ZR2CDEXP5MJC3QK4UKZCBLV4', 'predicate': {'unconditional': True}}, {'destination': 'GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730987-000000004e23bc8a6454606c0c0be67bf27e0e2f8a7c1056dca52122d184d6b9c180286c
17,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/00000000435583136d9e2c981e8ab5e3f91eb3acd6db9e46793661f71066a471ba9242e5'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/00000000435583136d9e2c981e8ab5e3f91eb3acd6db9e46793661f71066a471ba9242e5/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/00000000435583136d9e2c981e8ab5e3f91eb3acd6db9e46793661f71066a471ba9242e5/operations{?cursor,limit,order}', 'templated': True}}",00000000435583136d9e2c981e8ab5e3f91eb3acd6db9e46793661f71066a471ba9242e5,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC,49730987,2024-01-02T00:46:09Z,"[{'destination': 'GC4N2LMH47TY7ZKQYPEWQYBULVAJC3W3M67SB2BAAJYOUG6RJJYS5XV5', 'predicate': {'unconditional': True}}, {'destination': 'GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730987-00000000435583136d9e2c981e8ab5e3f91eb3acd6db9e46793661f71066a471ba9242e5
18,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/000000003cefb2d569efd0f96121344ad9636ee524d674f26311457746da7a910bd10391'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/000000003cefb2d569efd0f96121344ad9636ee524d674f26311457746da7a910bd10391/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/000000003cefb2d569efd0f96121344ad9636ee524d674f26311457746da7a910bd10391/operations{?cursor,limit,order}', 'templated': True}}",000000003cefb2d569efd0f96121344ad9636ee524d674f26311457746da7a910bd10391,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC,49730987,2024-01-02T00:46:09Z,"[{'destination': 'GDLPDULSON4OOHLMKMYIKERVCRYVQ2HNXVAKHXQJLG3QXBR4ELNQF6JO', 'predicate': {'unconditional': True}}, {'destination': 'GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730987-000000003cefb2d569efd0f96121344ad9636ee524d674f26311457746da7a910bd10391
19,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/000000002c965029cd9f628b52eeae676fb5b0b48cd3916f8bf959f02e08acfb78517be2'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/000000002c965029cd9f628b52eeae676fb5b0b48cd3916f8bf959f02e08acfb78517be2/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/000000002c965029cd9f628b52eeae676fb5b0b48cd3916f8bf959f02e08acfb78517be2/operations{?cursor,limit,order}', 'templated': True}}",000000002c965029cd9f628b52eeae676fb5b0b48cd3916f8bf959f02e08acfb78517be2,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC,49730987,2024-01-02T00:46:09Z,"[{'destination': 'GA5KSMPEBNB32322SKQ3QJWFVOUMB36ZD2HSV73IIUSS5TVSV54ZHQLA', 'predicate': {'unconditional': True}}, {'destination': 'GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730987-000000002c965029cd9f628b52eeae676fb5b0b48cd3916f8bf959f02e08acfb78517be2
20,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/000000001fcd3f7d003a76376ae57c5c0b733736d1e8d6dd38fb2228e9b22c0943834935'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/000000001fcd3f7d003a76376ae57c5c0b733736d1e8d6dd38fb2228e9b22c0943834935/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/000000001fcd3f7d003a76376ae57c5c0b733736d1e8d6dd38fb2228e9b22c0943834935/operations{?cursor,limit,order}', 'templated': True}}",000000001fcd3f7d003a76376ae57c5c0b733736d1e8d6dd38fb2228e9b22c0943834935,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC,49730987,2024-01-02T00:46:09Z,"[{'destination': 'GDO3ICBBFSNHHASITCHWBQYJLH7KUDC2B3R2AF3IEMAEBZURLH7WSSIA', 'predicate': {'unconditional': True}}, {'destination': 'GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730987-000000001fcd3f7d003a76376ae57c5c0b733736d1e8d6dd38fb2228e9b22c0943834935
21,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/000000001fa88b3ad44381bc415fecd2ec7fcc4a5e2339a9edcff7cb4cb710994e22457f'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/000000001fa88b3ad44381bc415fecd2ec7fcc4a5e2339a9edcff7cb4cb710994e22457f/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/000000001fa88b3ad44381bc415fecd2ec7fcc4a5e2339a9edcff7cb4cb710994e22457f/operations{?cursor,limit,order}', 'templated': True}}",000000001fa88b3ad44381bc415fecd2ec7fcc4a5e2339a9edcff7cb4cb710994e22457f,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC,49730987,2024-01-02T00:46:09Z,"[{'destination': 'GDO3LS2AGNRFKEYSJ4RB7455FDQLHHLEFCXODVWWAWCO7S74NYZP2EQ2', 'predicate': {'unconditional': True}}, {'destination': 'GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730987-000000001fa88b3ad44381bc415fecd2ec7fcc4a5e2339a9edcff7cb4cb710994e22457f
22,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/0000000015db00c9e86e31ea10b1af4d74d150fc78f366a339a028f9204d20633e7311f7'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/0000000015db00c9e86e31ea10b1af4d74d150fc78f366a339a028f9204d20633e7311f7/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/0000000015db00c9e86e31ea10b1af4d74d150fc78f366a339a028f9204d20633e7311f7/operations{?cursor,limit,order}', 'templated': True}}",0000000015db00c9e86e31ea10b1af4d74d150fc78f366a339a028f9204d20633e7311f7,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC,49730987,2024-01-02T00:46:09Z,"[{'destination': 'GCVQAJUOXJL5AMC5LZTTPKVIJLJ4TJGX6FBDAAC3VLDDUTEGAE7RUDCU', 'predicate': {'unconditional': True}}, {'destination': 'GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730987-0000000015db00c9e86e31ea10b1af4d74d150fc78f366a339a028f9204d20633e7311f7
23,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/00000000158b4c2e878e7651595de8fe0f5326ce005ee785d9264dda5499cb43c65351cc'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/00000000158b4c2e878e7651595de8fe0f5326ce005ee785d9264dda5499cb43c65351cc/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/00000000158b4c2e878e7651595de8fe0f5326ce005ee785d9264dda5499cb43c65351cc/operations{?cursor,limit,order}', 'templated': True}}",00000000158b4c2e878e7651595de8fe0f5326ce005ee785d9264dda5499cb43c65351cc,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC,49730987,2024-01-02T00:46:09Z,"[{'destination': 'GAL5HVKRVND3A7GCMA45ILW2RSXQ3BULFSI4B2XRF3TULIIZMTOHFIQ2', 'predicate': {'unconditional': True}}, {'destination': 'GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730987-00000000158b4c2e878e7651595de8fe0f5326ce005ee785d9264dda5499cb43c65351cc
24,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/000000000436463d8853a31e59e454f8324f274fec83848db875f7730b494929411a7005'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/000000000436463d8853a31e59e454f8324f274fec83848db875f7730b494929411a7005/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/000000000436463d8853a31e59e454f8324f274fec83848db875f7730b494929411a7005/operations{?cursor,limit,order}', 'templated': True}}",000000000436463d8853a31e59e454f8324f274fec83848db875f7730b494929411a7005,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC,49730987,2024-01-02T00:46:09Z,"[{'destination': 'GACOZAXFNSGW2Y3XJFOQBXED54CXOTD3BMEPN7WV2FOTFOADQ6BLI72Y', 'predicate': {'unconditional': True}}, {'destination': 'GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730987-000000000436463d8853a31e59e454f8324f274fec83848db875f7730b494929411a7005
25,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/0000000003dbfb460a93cbbe8dcd65c5c96b9cbb336a25d17c1b8a52bd72a93b9a9a5c12'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/0000000003dbfb460a93cbbe8dcd65c5c96b9cbb336a25d17c1b8a52bd72a93b9a9a5c12/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/0000000003dbfb460a93cbbe8dcd65c5c96b9cbb336a25d17c1b8a52bd72a93b9a9a5c12/operations{?cursor,limit,order}', 'templated': True}}",0000000003dbfb460a93cbbe8dcd65c5c96b9cbb336a25d17c1b8a52bd72a93b9a9a5c12,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC,49730987,2024-01-02T00:46:09Z,"[{'destination': 'GAN7RFIWBZ6QRD5GINI2SCS5GSMNJVK7U57YCAHXQK4NLPJ6S7BMCT6X', 'predicate': {'unconditional': True}}, {'destination': 'GCOE4TZTVF4PKB5OTK3TOCYOKKOPQ7P7CL76KE2TXXUIHW5ISCQQAQCC', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730987-0000000003dbfb460a93cbbe8dcd65c5c96b9cbb336a25d17c1b8a52bd72a93b9a9a5c12
26,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/00000000a3b8c70f64d13863021ac35a892d288e587530b6f611109e68029478e284b717'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/00000000a3b8c70f64d13863021ac35a892d288e587530b6f611109e68029478e284b717/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/00000000a3b8c70f64d13863021ac35a892d288e587530b6f611109e68029478e284b717/operations{?cursor,limit,order}', 'templated': True}}",00000000a3b8c70f64d13863021ac35a892d288e587530b6f611109e68029478e284b717,upvoteICE:GAXSGZ2JM3LNWOO4WRGADISNMWO4HQLG4QBGUZRKH5ZHL3EQBGX73ICE,2324553.6678256,GDK4NCTZEDPLU7WOUWKB56Y4W7OI4H7XX3H6JWCGLYQNED6YWRNGQKQ7,49730980,2024-01-02T00:45:28Z,"[{'destination': 'GDZWIEKYH4RYXQC4SFQ7NZ6JZXECM2DR23GSAPDI6BNIKBZNUT25COLX', 'predicate': {'not': {'unconditional': True}}}, {'destination': 'GDK4NCTZEDPLU7WOUWKB56Y4W7OI4H7XX3H6JWCGLYQNED6YWRNGQKQ7', 'predicate': {'not': {'abs_before': '2024-01-02T01:57:21Z', 'abs_before_epoch': '1704160641'}}}]",{'clawback_enabled': True},49730980-00000000a3b8c70f64d13863021ac35a892d288e587530b6f611109e68029478e284b717
27,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/0000000096e01995b322b1fe4e2f50552d93006f2c76e107a0e664571e6e498e15b0cf7e'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/0000000096e01995b322b1fe4e2f50552d93006f2c76e107a0e664571e6e498e15b0cf7e/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/0000000096e01995b322b1fe4e2f50552d93006f2c76e107a0e664571e6e498e15b0cf7e/operations{?cursor,limit,order}', 'templated': True}}",0000000096e01995b322b1fe4e2f50552d93006f2c76e107a0e664571e6e498e15b0cf7e,XETH:GDAZEFKN5E2J5U2F33S7WVYV4S4UEGE6ZI24IFREQKGCISCNHOKYXETH,0.0233000,GBHWBXRZ4ZWDKLDZ7OWRR7KCB6ZUS5TO5YUQ6FJAS6OC2OQX7PB7JUFD,49730974,2024-01-02T00:44:53Z,"[{'destination': 'GBHWBXRZ4ZWDKLDZ7OWRR7KCB6ZUS5TO5YUQ6FJAS6OC2OQX7PB7JUFD', 'predicate': {'not': {'abs_before': '2024-01-03T00:44:49Z', 'abs_before_epoch': '1704242689'}}}, {'destination': 'GDNMCIZBM46K2OXDX6B3UYGMKVU2MMBWAHSQFW2ZXCS2QCSXK5P322G3', 'predicate': {'unconditional': True}}]",{'clawback_enabled': True},49730974-0000000096e01995b322b1fe4e2f50552d93006f2c76e107a0e664571e6e498e15b0cf7e
28,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/00000000d7e3b91c36e74a6d1a71317975e9c617b46bfb20292e852189745ea80130f9d3'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/00000000d7e3b91c36e74a6d1a71317975e9c617b46bfb20292e852189745ea80130f9d3/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/00000000d7e3b91c36e74a6d1a71317975e9c617b46bfb20292e852189745ea80130f9d3/operations{?cursor,limit,order}', 'templated': True}}",00000000d7e3b91c36e74a6d1a71317975e9c617b46bfb20292e852189745ea80130f9d3,eBNB:GBLLWEJTJW4BONENGR5BE6QWKQLBNININUJUGOBHDIWVHKVRF23EQPDR,0.0600000,GD4FAEDSLKDT2F5VQWWNK745MGGRC4BKSHLFYYD3FBTPH6FPSDAOKQTB,49730972,2024-01-02T00:44:42Z,"[{'destination': 'GD4FAEDSLKDT2F5VQWWNK745MGGRC4BKSHLFYYD3FBTPH6FPSDAOKQTB', 'predicate': {'not': {'abs_before': '2024-01-03T00:44:38Z', 'abs_before_epoch': '1704242678'}}}, {'destination': 'GDFOTCAM6AXL6XNOOPB5VI4FQBYENAWYIDOJOCHKBBKUUPHZPXAS2JLN', 'predicate': {'unconditional': True}}]",{'clawback_enabled': True},49730972-00000000d7e3b91c36e74a6d1a71317975e9c617b46bfb20292e852189745ea80130f9d3
29,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/00000000dff8f4530d87749a85543ff045d27475812bfbf99effb50f8dc0e6214d89dd5b'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/00000000dff8f4530d87749a85543ff045d27475812bfbf99effb50f8dc0e6214d89dd5b/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/00000000dff8f4530d87749a85543ff045d27475812bfbf99effb50f8dc0e6214d89dd5b/operations{?cursor,limit,order}', 'templated': True}}",00000000dff8f4530d87749a85543ff045d27475812bfbf99effb50f8dc0e6214d89dd5b,SCN:GBTFVC5KT5I54VRRVOMKZKPKXWCQCJOLZD7CVUPIONINHG46DGQA7GBO,600.0000000,GD4FAEDSLKDT2F5VQWWNK745MGGRC4BKSHLFYYD3FBTPH6FPSDAOKQTB,49730960,2024-01-02T00:43:32Z,"[{'destination': 'GD4FAEDSLKDT2F5VQWWNK745MGGRC4BKSHLFYYD3FBTPH6FPSDAOKQTB', 'predicate': {'not': {'abs_before': '2024-01-03T00:43:25Z', 'abs_before_epoch': '1704242605'}}}, {'destination': 'GDFOTCAM6AXL6XNOOPB5VI4FQBYENAWYIDOJOCHKBBKUUPHZPXAS2JLN', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730960-00000000dff8f4530d87749a85543ff045d27475812bfbf99effb50f8dc0e6214d89dd5b
